"vernacularName";"scientificName";"individualCount";"longitudeDecimal";"latitudeDecimal";"eventDate";"year"
"Whiskered Tern";"Chlidonias hybrida";1;23.853479385376;52.9026184082031;2019-07-05;2019
"Common Tern";"Sterna hirundo";1;23.8526649475098;52.9027290344238;2019-07-05;2019
"Yellowhammer";"Emberiza citrinella";1;23.8825664520264;52.9001731872559;2019-07-05;2019
"Whiskered Tern";"Chlidonias hybrida";1;23.8825511932373;52.9001770019531;2019-07-05;2019
"Grey Heron";"Ardea cinerea";1;23.8830394744873;52.9002571105957;2019-07-05;2019
"Whinchat";"Saxicola rubetra";1;23.8843718916178;52.9009368720873;2019-07-05;2019
"Little Ringed Plover";"Charadrius dubius";1;23.8311519622803;52.9055595397949;2019-07-05;2019
"Mute Swan";"Cygnus olor";1;23.8311386108398;52.9055099487305;2019-07-05;2019
"Whiskered Tern";"Chlidonias hybrida";2;23.8312034606934;52.905517578125;2019-07-05;2019
"Mallard";"Anas platyrhynchos";5;23.8312034606934;52.905517578125;2019-07-05;2019
"Common Sandpiper";"Actitis hypoleucos";1;23.8312034606934;52.905517578125;2019-07-05;2019
"European Serin";"Serinus serinus";1;23.7603187561035;52.8341331481934;2019-07-05;2019
"Red-backed Shrike";"Lanius collurio";1;23.8280658721924;52.7995452880859;2019-07-05;2019
"Ringlet";"Aphantopus hyperantus";1;23.3937664031982;52.6361923217774;2019-07-04;2019
"Purple-shot Copper";"Lycaena alciphron";1;23.39380074;52.6362915;2019-07-04;2019
"Sooty Copper";"Lycaena tityrus";1;23.39375877;52.63629532;2019-07-04;2019
"Holly Blue";"Celastrina argiolus";1;23.3938045501709;52.6361923217774;2019-07-04;2019
"Eurasian Jay";"Garrulus glandarius";1;23.7952823638916;52.7047882080078;2019-07-04;2019
"European Goldfinch";"Carduelis carduelis";1;23.7960948944092;52.7052917480469;2019-07-04;2019
"Barn Swallow";"Hirundo rustica";1;23.7967376708984;52.7053985595703;2019-07-04;2019
"White Wagtail";"Motacilla alba";1;23.7968482971191;52.7052268981934;2019-07-04;2019
"Song Thrush";"Turdus philomelos";1;23.7983627319336;52.7048568725586;2019-07-04;2019
"Common Buzzard";"Buteo buteo";1;23.7975311279297;52.7078475952149;2019-07-04;2019
"Black Redstart";"Phoenicurus ochruros";1;23.7974452972412;52.7061958312988;2019-07-04;2019
"Common Swift";"Apus apus";1;23.7977828979492;52.7053260803223;2019-07-04;2019
"Eurasian Nuthatch";"Sitta europaea";1;23.8118000030518;52.7105598449707;2019-07-04;2019
"Common Buzzard";"Buteo buteo";1;23.7980670928955;52.702507019043;2019-07-04;2019
"Great Spotted Woodpecker";"Dendrocopos major";1;23.7384033203125;52.7251892089844;2019-07-04;2019
"Eurasian Nuthatch";"Sitta europaea";1;23.7378444671631;52.7237930297852;2019-07-04;2019
"Common Chaffinch";"Fringilla coelebs";1;23.7380771636963;52.7236976623535;2019-07-04;2019
"Eurasian Nuthatch";"Sitta europaea";1;23.7385787963867;52.723445892334;2019-07-04;2019
"Hawfinch";"Coccothraustes coccothraustes";4;23.7385787963867;52.723445892334;2019-07-04;2019
"Middle Spotted Woodpecker";"Dendrocoptes medius";1;23.7377643585205;52.7238655090332;2019-07-04;2019
"Song Thrush";"Turdus philomelos";1;23.739294052124;52.7267456054688;2019-07-04;2019
"Common Blackbird";"Turdus merula";1;23.739444732666;52.7269668579102;2019-07-04;2019
"Tawny Owl";"Strix aluco";1;23.71684565;52.7545447;2019-07-03;2019
"Whiskered Tern";"Chlidonias hybrida";1;23.8325004577637;52.9069442749023;2019-07-03;2019
"Common Tern";"Sterna hirundo";1;23.8325214385986;52.9069366455078;2019-07-03;2019
"Little Ringed Plover";"Charadrius dubius";1;23.8325214385986;52.9069366455078;2019-07-03;2019
"Black Tern";"Chlidonias niger";1;23.8325023651123;52.9069976806641;2019-07-03;2019
"Whinchat";"Saxicola rubetra";1;23.8944053649902;52.9019355773926;2019-07-03;2019
"Sedge Warbler";"Acrocephalus schoenobaenus";1;23.8942832946777;52.901050567627;2019-07-03;2019
"Greylag Goose";"Anser anser";14;23.8789672851563;52.8906784057617;2019-07-03;2019
"Eurasian Three-toed Woodpecker";"Picoides tridactylus";2;23.76040459;52.78503418;2019-07-03;2019
"Great Reed Warbler";"Acrocephalus arundinaceus";1;14.4783771783113;53.2518782409279;2019-06-28;2019
"Scarce Copper";"Lycaena virgaureae";2;19.4;52.85;2019-06-29;2019
"Balkan Marbled White";"Melanargia larissa";5;19.4152297973633;52.8891983032227;2019-06-29;2019
"Queen of Spain Fritillary";"Issoria lathonia";1;19.4379997253418;52.8941421508789;2019-06-29;2019
"Forking Larkspur";"Consolida regalis";1;19.9090118408203;52.4313735961914;2019-06-30;2019
"Queen of Spain Fritillary";"Issoria lathonia";2;19.909784719348;52.4310878812526;2019-06-30;2019
"Queen of Spain Fritillary";"Issoria lathonia";1;19.9082927703857;52.431396484375;2019-06-30;2019
"Wild onion";"Allium spec.";1;19.9219970703125;52.435905456543;2019-06-30;2019
"Hare's-tail Cottongrass";"Eriophorum vaginatum";1;15.4419717788696;50.8212394714356;2019-07-01;2019
"Pearly Heath";"Coenonympha arcania";1;23.3938789367676;52.6363029479981;2019-07-03;2019
"Meadow Brown";"Maniola jurtina";1;23.3937911987305;52.6361961364746;2019-07-03;2019
"Firebug";"Pyrrhocoris apterus";100;23.3937740325928;52.6362915039063;2019-07-03;2019
"Ringlet";"Aphantopus hyperantus";1;23.3937110900879;52.6363334655762;2019-07-03;2019
"Marbled White";"Melanargia galathea";1;23.3937797546387;52.6363296508789;2019-07-03;2019
"Violet Fritillary";"Boloria dia";1;23.3936538696289;52.6363410949707;2019-07-03;2019
"Scarce Copper";"Lycaena virgaureae";1;23.3936576843262;52.636417388916;2019-07-03;2019
"Black Redstart";"Phoenicurus ochruros";2;23.8439083099365;52.7004852294922;2019-07-03;2019
"European Serin";"Serinus serinus";1;23.8439083099365;52.7004852294922;2019-07-03;2019
"Great Spotted Woodpecker";"Dendrocopos major";1;23.8439083099365;52.7004852294922;2019-07-03;2019
"Mallard";"Anas platyrhynchos";6;23.8455276489258;52.7019348144531;2019-07-03;2019
"Common Chaffinch";"Fringilla coelebs";1;23.8450775146484;52.7023429870606;2019-07-03;2019
"Common Blackbird";"Turdus merula";1;23.8475933074951;52.7042236328125;2019-07-03;2019
"Eurasian Nuthatch";"Sitta europaea";1;23.8475933074951;52.7042236328125;2019-07-03;2019
"Spotted Flycatcher";"Muscicapa striata";4;23.8475856781006;52.7042121887207;2019-07-03;2019
"Eurasian Blue Tit";"Cyanistes caeruleus";1;23.847583770752;52.7042121887207;2019-07-03;2019
"Great Spotted Woodpecker";"Dendrocopos major";1;23.8475818634033;52.7042121887207;2019-07-03;2019
"Song Thrush";"Turdus philomelos";1;23.8473167419434;52.7045135498047;2019-07-03;2019
"Common Chaffinch";"Fringilla coelebs";4;23.8452968597412;52.7044067382813;2019-07-03;2019
"Eurasian Nuthatch";"Sitta europaea";1;23.8453063964844;52.7044143676758;2019-07-03;2019
"Great Spotted Woodpecker";"Dendrocopos major";1;23.8453063964844;52.7044143676758;2019-07-03;2019
"Song Thrush";"Turdus philomelos";1;23.8455791473389;52.7043380737305;2019-07-03;2019
"Marsh Tit";"Poecile palustris";1;23.8455791473389;52.7043380737305;2019-07-03;2019
"White Wagtail";"Motacilla alba";4;23.8422317504883;52.7009353637695;2019-07-03;2019
"European Serin";"Serinus serinus";4;23.8422546386719;52.7009239196777;2019-07-03;2019
"Spotted Flycatcher";"Muscicapa striata";2;23.8422565460205;52.7008819580078;2019-07-03;2019
"White Wagtail";"Motacilla alba";1;23.8509216308594;52.7026977539063;2019-07-03;2019
"Common Blackbird";"Turdus merula";1;23.8509216308594;52.7027091979981;2019-07-03;2019
"European Serin";"Serinus serinus";1;23.8509216308594;52.7027091979981;2019-07-03;2019
"Black Redstart";"Phoenicurus ochruros";1;23.8508033752441;52.7034187316895;2019-07-03;2019
"Spotted Flycatcher";"Muscicapa striata";1;23.8507461547852;52.7029991149902;2019-07-03;2019
"Eurasian Nuthatch";"Sitta europaea";1;23.850793838501;52.7029037475586;2019-07-03;2019
"Yellowhammer";"Emberiza citrinella";1;23.8856658935547;52.7048835754395;2019-07-03;2019
"White Stork";"Ciconia ciconia";4;23.8785629272461;52.6895637512207;2019-07-03;2019
"Barn Swallow";"Hirundo rustica";3;23.8785381317139;52.6902046203613;2019-07-03;2019
"Mallard";"Anas platyrhynchos";1;23.8791370391846;52.6902046203613;2019-07-03;2019
"Black Redstart";"Phoenicurus ochruros";2;23.8754711151123;52.6895790100098;2019-07-03;2019
"Common Blackbird";"Turdus merula";1;23.8750228881836;52.6897468566895;2019-07-03;2019
"Song Thrush";"Turdus philomelos";1;23.8751163482666;52.689868927002;2019-07-03;2019
"Yellowhammer";"Emberiza citrinella";1;23.8748168945312;52.6897506713867;2019-07-03;2019
"European Goldfinch";"Carduelis carduelis";1;23.8732204437256;52.6900520324707;2019-07-03;2019
"Red-backed Shrike";"Lanius collurio";1;23.8623046875;52.6956525476626;2019-07-03;2019
"Red-backed Shrike";"Lanius collurio";1;23.8335933685303;52.6930198669434;2019-07-03;2019
"Hawfinch";"Coccothraustes coccothraustes";2;23.8335933685303;52.6930198669434;2019-07-03;2019
"Spotted Flycatcher";"Muscicapa striata";1;23.831880569458;52.6926536560059;2019-07-03;2019
"Eurasian Wryneck";"Jynx torquilla";2;23.8335514068604;52.6930351257324;2019-07-03;2019
"Middle Spotted Woodpecker";"Dendrocoptes medius";1;23.8969535827637;52.7192535400391;2019-07-03;2019
"Wood Warbler";"Phylloscopus sibilatrix";1;23.9012069702148;52.7205543518066;2019-07-03;2019
"Red-breasted Flycatcher";"Ficedula parva";1;23.8932304382324;52.7122344970703;2019-07-03;2019
"Camberwell Beauty";"Nymphalis antiopa";1;23.8931198120117;52.7096824645996;2019-07-03;2019
"White Stork";"Ciconia ciconia";2;22.8825626373291;52.7398338317871;2019-07-02;2019
"White Stork";"Ciconia ciconia";1;22.9130001068115;52.7420234680176;2019-07-02;2019
"White Stork";"Ciconia ciconia";1;22.9757423400879;52.7486000061035;2019-07-02;2019
"Barred Warbler";"Sylvia nisoria";3;23.8262538909912;52.8025817871094;2019-07-02;2019
"Eurasian Jay ssp glandarius";"Garrulus glandarius glandarius";1;19.78824425;54.29721832;2019-05-19;2019
"Eurasian Tree Sparrow ssp montanus";"Passer montanus montanus";1;17.76341248;52.55924988;2019-05-19;2019
"White Stork ssp ciconia";"Ciconia ciconia ciconia";5;17.76346588;52.55928421;2019-05-19;2019
"Small Heath";"Coenonympha pamphilus";1;17.76340675;52.55925751;2019-05-19;2019
"Black Stork";"Ciconia nigra";1;17.7633934;52.55921555;2019-05-19;2019
"Northern Raven ssp corax";"Corvus corax corax";1;18.74722672;53.10787582;2019-05-19;2019
"Eurasian Tree Sparrow ssp montanus";"Passer montanus montanus";2;16.72362137;52.28278732;2019-05-19;2019
"Eurasian Red Squirrel";"Sciurus vulgaris";1;16.72366524;52.2828598;2019-05-19;2019
"Common Chiffchaff ssp collybita";"Phylloscopus collybita collybita";1;16.72179031;52.28220367;2019-05-19;2019
"Great Reed Warbler ssp arundinaceus";"Acrocephalus arundinaceus arundinaceus";1;16.72110367;52.28152466;2019-05-19;2019
"Long-eared Owl ssp otus";"Asio otus otus";2;16.72369576;52.28272247;2019-05-18;2019
"Barn Swallow";"Hirundo rustica";50;14.67596769;52.56008485;2019-06-26;2019
"Marbled White";"Melanargia galathea";1;23.2243379205682;53.6737514008336;2019-06-29;2019
"Small Cranberry";"Vaccinium oxycoccos";1;23.3386531658688;53.732562311975;2019-06-29;2019
"Marsh Helleborine";"Epipactis palustris";30;23.3;53.7;2019-06-28;2019
"Western Marsh Harrier";"Circus aeruginosus";1;22.9321660660421;53.5428702459238;2019-06-26;2019
"Montagu's Harrier";"Circus pygargus";1;22.9142781626647;53.5375419538967;2019-06-26;2019
"Common Crane";"Grus grus";2;22.7968051191632;53.5009184433646;2019-06-26;2019
"Western Marsh Harrier";"Circus aeruginosus";1;22.7545862272594;53.4842817904926;2019-06-26;2019
"Red-backed Shrike";"Lanius collurio";1;22.604122851065;53.2996682776635;2019-06-26;2019
"Aquatic Warbler";"Acrocephalus paludicola";1;22.604122851065;53.2996682776635;2019-06-26;2019
"Montagu's Harrier";"Circus pygargus";2;22.6052684895905;53.2856436353673;2019-06-26;2019
"Whinchat";"Saxicola rubetra";3;22.6052998379083;53.2856370136638;2019-06-26;2019
"Aquatic Warbler";"Acrocephalus paludicola";1;22.6053132489534;53.2856439706434;2019-06-26;2019
"Black Tern";"Chlidonias niger";1;22.3846831172913;53.1629967783142;2019-06-26;2019
"Common Crane";"Grus grus";2;22.3846428003371;53.163118064453;2019-06-26;2019
"Great Grey Shrike";"Lanius excubitor";1;22.3830710258543;53.162638326225;2019-06-26;2019
"Western Marsh Harrier";"Circus aeruginosus";1;22.4655419960827;53.3167644264673;2019-06-26;2019
"Great Egret";"Ardea alba";1;22.4654390663118;53.3168242313464;2019-06-26;2019
"Whiskered Tern";"Chlidonias hybrida";1;22.4655118212313;53.316806000707;2019-06-26;2019
"Mute Swan";"Cygnus olor";2;22.465278469047;53.3170113992443;2019-06-26;2019
"Common Tern";"Sterna hirundo";2;22.4652343802363;53.3170400653531;2019-06-26;2019
"Little Ringed Plover";"Charadrius dubius";1;22.4651731085241;53.3170354133968;2019-06-26;2019
"Black Tern";"Chlidonias niger";6;22.4651731085241;53.3170354133968;2019-06-26;2019
"Common Rosefinch";"Carpodacus erythrinus";1;22.6377486158373;53.4891511314115;2019-06-26;2019
"Eurasian Penduline Tit";"Remiz pendulinus";2;22.6;53.45;2019-06-26;2019
"Eurasian Penduline Tit";"Remiz pendulinus";1;22.6;53.45;2019-06-26;2019
"European Goldfinch";"Carduelis carduelis";1;22.6273286123694;53.4864944981545;2019-06-26;2019
"Common House Martin";"Delichon urbicum";2;22.6271218713584;53.4865575610227;2019-06-26;2019
"Map Butterfly";"Araschnia levana";1;22.626386275536;53.4867643425739;2019-06-26;2019
"Tawny Wave";"Scopula rubiginata";1;23.2184364740022;53.6816187389695;2019-06-24;2019
"Orache Moth";"Trachea atriplicis";1;23.2182154432155;53.6817036057391;2019-06-24;2019
"Marsh Cinquefoil";"Comarum palustre";1;23.4640924539636;53.7011688994744;2019-06-24;2019
"Dark-red Helleborine";"Epipactis atrorubens";30;22.8;53.55;2019-06-23;2019
"Common Rosefinch";"Carpodacus erythrinus";1;22.8153895586942;53.5852743359782;2019-06-23;2019
"Sedge Warbler";"Acrocephalus schoenobaenus";1;22.8194096032743;53.5849158419795;2019-06-23;2019
"Dark-red Helleborine";"Epipactis atrorubens";1;22.8;53.55;2019-06-23;2019
"Scarce Copper";"Lycaena virgaureae";1;22.8;53.55;2019-06-23;2019
"Marbled White";"Melanargia galathea";1;22.8348676767413;53.5868470743798;2019-06-23;2019
"Yellowhammer";"Emberiza citrinella";1;22.843191996238;53.588617038963;2019-06-23;2019
"Common Rosefinch";"Carpodacus erythrinus";1;22.8523152787451;53.5891775787376;2019-06-23;2019
"Western Marsh Harrier";"Circus aeruginosus";1;22.8523483034436;53.5893023433663;2019-06-23;2019
"Marbled White";"Melanargia galathea";1;22.8544859402095;53.5892348271362;2019-06-23;2019
"Brimstone";"Gonepteryx rhamni";2;22.8583707008724;53.5921612848095;2019-06-23;2019
"Wood Cow-wheat";"Melampyrum nemorosum";1;22.8585630655502;53.593613365715;2019-06-23;2019
"White Admiral";"Limenitis camilla";1;22.819757703713;53.6177493073546;2019-06-23;2019
"Northern Raven";"Corvus corax";1;22.8232719004367;53.6218387960024;2019-06-23;2019
"Brimstone";"Gonepteryx rhamni";1;22.822067756227;53.6201115372159;2019-06-23;2019
"Comma Butterfly";"Polygonia c-album";1;22.8182114102159;53.6163848592468;2019-06-23;2019
"Red Admiral";"Vanessa atalanta";1;22.8181968257044;53.6155257979907;2019-06-23;2019
"Hooded Crow";"Corvus cornix";1;21.0052471160889;52.2243881225586;2019-06-16;2019
"Hooded Crow";"Corvus cornix";15;21.0142517089844;52.2452812194824;2019-06-19;2019
"Striped shield bug";"Graphosoma italicum";1;22.3718662261963;53.302059173584;2019-05-12;2019
"Whooper Swan";"Cygnus cygnus";2;17.4006938934326;51.4920845031738;2019-06-26;2019
"Barn Swallow";"Hirundo rustica";20;14.77406502;52.58466687;2019-06-26;2019
"Red-backed Shrike";"Lanius collurio";1;14.78361011;52.58091888;2019-06-26;2019
"White-tailed Eagle";"Haliaeetus albicilla";1;14.7636795;52.58232007;2019-06-26;2019
"Wild Boar";"Sus scrofa";9;14.76741636;52.58741778;2019-06-26;2019
"Western Marsh Harrier";"Circus aeruginosus";1;22.8520015441094;53.5892138723783;2019-06-26;2019
"European Grass Snake";"Natrix natrix";1;22.85;53.55;2019-06-26;2019
"Eurasian Red Squirrel";"Sciurus vulgaris";1;22.8581995424096;53.5914070392527;2019-06-26;2019
"Poplar Admiral";"Limenitis populi";5;22.8586929012303;53.5936139524482;2019-06-26;2019
"Marbled White";"Melanargia galathea";1;22.8587242495481;53.5936035169788;2019-06-26;2019
"Montagu's Harrier";"Circus pygargus";1;22.8845717758153;53.5902396077789;2019-06-26;2019
"Large Chequered Skipper";"Heteropterus morpheus";6;22.8872541313935;53.5899659808417;2019-06-26;2019
"Hooded Crow";"Corvus cornix";5;22.9287404660349;53.595437016388;2019-06-25;2019
"Sand Martin";"Riparia riparia";5;22.9287213552957;53.5954246530808;2019-06-25;2019
"Common Crane";"Grus grus";1;22.9287133924877;53.5954855895169;2019-06-25;2019
"Sedge Warbler";"Acrocephalus schoenobaenus";2;22.9287601635074;53.5954500083379;2019-06-25;2019
"Western Yellow Wagtail";"Motacilla flava";4;22.9287601635074;53.5954500083379;2019-06-25;2019
"Whinchat";"Saxicola rubetra";4;22.9287392087494;53.5955090169363;2019-06-25;2019
"Citrine Wagtail";"Motacilla citreola";1;22.9292237665718;53.5955479508765;2019-06-25;2019
"Corn Bunting ssp calandra";"Emberiza calandra calandra";2;14.77508068;52.58453302;2019-06-26;2019
"Eurasian Tree Sparrow";"Passer montanus";10;14.77421799;52.58556142;2019-06-26;2019
"Blue-headed Wagtail";"Motacilla flava flava";20;14.77293491;52.58419404;2019-06-26;2019
"White Stork ssp ciconia";"Ciconia ciconia ciconia";3;14.77580585;52.58459666;2019-06-26;2019
"Black Stork";"Ciconia nigra";4;14.77293536;52.5840424;2019-06-26;2019
"Black Tern ssp niger";"Chlidonias niger niger";1;14.75692034;52.58467904;2019-06-26;2019
"Purple-shot Copper";"Lycaena alciphron";1;18.5481838526771;54.5233884787632;2019-06-25;2019
"Common Rosefinch";"Carpodacus erythrinus";2;15.73162124;50.74069158;2015-05-27;2015
"Hairy Hawker";"Brachytron pratense";1;23.864639;52.931837;2019-05-30;2019
"Green Sandpiper";"Tringa ochropus";1;23.864639;52.931837;2019-05-30;2019
"Red-backed Shrike";"Lanius collurio";1;23.864639;52.931837;2019-05-30;2019
"Common Tern";"Sterna hirundo";1;23.864639;52.931837;2019-05-30;2019
"Sedge Warbler";"Acrocephalus schoenobaenus";1;23.864639;52.931837;2019-05-30;2019
"Black-headed Gull";"Chroicocephalus ridibundus";1;23.864639;52.931837;2019-05-30;2019
"Western Yellow Wagtail";"Motacilla flava";1;23.864639;52.931837;2019-05-30;2019
"Great Grey Shrike";"Lanius excubitor";1;23.864639;52.931837;2019-05-30;2019
"White-tailed Eagle";"Haliaeetus albicilla";1;23.8646392989904;52.9318373856409;2019-05-30;2019
"Yellowhammer";"Emberiza citrinella";1;23.796516418457;52.7054634094238;2019-06-20;2019
"Yellowhammer";"Emberiza citrinella";1;23.8435955047607;52.7092742919922;2019-06-21;2019
"Song Thrush";"Turdus philomelos";1;23.8329582214355;52.7430877685547;2019-06-21;2019
"Common Rosefinch";"Carpodacus erythrinus";1;23.8514060974121;52.6972961425781;2019-06-21;2019
"Red-backed Shrike";"Lanius collurio";1;23.8592529296875;52.6943283081055;2019-06-21;2019
"Red-backed Shrike";"Lanius collurio";1;23.8666877746582;52.6971282958984;2019-06-21;2019
"Yellowhammer";"Emberiza citrinella";1;23.866756439209;52.6971473693848;2019-06-21;2019
"Great Spotted Woodpecker";"Dendrocopos major";1;23.8816814422607;52.6984825134277;2019-06-22;2019
"Hawfinch";"Coccothraustes coccothraustes";5;23.8827171325684;52.6965980529785;2019-06-22;2019
"Red Fox";"Vulpes vulpes";1;23.85;52.65;2019-06-22;2019
"Common Snipe";"Gallinago gallinago";1;22.56;53.37;2019-05-30;2019
"Red-backed Shrike";"Lanius collurio";1;23.8128662109375;52.7677860196766;2019-06-02;2019
"Barn Swallow";"Hirundo rustica";1;23.792775;52.826807;2019-06-02;2019
"Yellowhammer";"Emberiza citrinella";1;22.5539531791583;53.3860548997325;2019-05-31;2019
"White-tailed Eagle";"Haliaeetus albicilla";1;14.7545906490279;52.5830820552438;2019-06-15;2019
"Red-footed Falcon";"Falco vespertinus";1;22.60551757;53.28577301;2019-06-06;2019
"Aquatic Warbler";"Acrocephalus paludicola";1;22.6053447723389;53.2855796813965;2019-06-07;2019
"Black Tern";"Chlidonias niger";5;22.4656276702881;53.3164710998535;2019-06-07;2019
"Common Tern";"Sterna hirundo";2;22.4656581878662;53.3164253234863;2019-06-07;2019
"Montagu's Harrier";"Circus pygargus";2;22.60022208;53.28656312;2019-05-25;2019
"Sedge Warbler";"Acrocephalus schoenobaenus";1;23.84639919;52.70509739;2019-05-29;2019
"European Serin";"Serinus serinus";1;23.84639919;52.70509739;2019-05-29;2019
"Middle Spotted Woodpecker";"Dendrocoptes medius";1;23.84639919;52.70509739;2019-05-29;2019
"Hawfinch";"Coccothraustes coccothraustes";2;23.84639919;52.70509739;2019-05-29;2019
"Collared Flycatcher";"Ficedula albicollis";1;23.84639919;52.70509739;2019-05-29;2019
"Eurasian Three-toed Woodpecker";"Picoides tridactylus";1;23.83418173;52.86016475;2019-05-28;2019
"White-tailed Eagle";"Haliaeetus albicilla";5;23.85875881;52.90931453;2019-05-26;2019
"Lesser Spotted Eagle";"Clanga pomarina";1;22.77088165;53.53867518;2019-05-22;2019
"Greater Spotted Eagle";"Clanga clanga";1;22.76447654;53.5323466;2019-05-22;2019
"Eurasian Penduline Tit";"Remiz pendulinus";1;22.6;53.45;2019-05-23;2019
"Citrine Wagtail";"Motacilla citreola";1;22.78747916;53.51336473;2019-05-23;2019
"";"Pamponerus germanicus";1;16.099366;53.877145;2019-06-06;2019
"European Roe Deer";"Capreolus capreolus";1;16.099366;53.877145;2019-06-06;2019
"Little Ringed Plover";"Charadrius dubius";8;16.099366;53.877145;2019-06-06;2019
"Green Sandpiper";"Tringa ochropus";1;16.099366;53.877145;2019-06-06;2019
"Beautiful Demoiselle";"Calopteryx virgo";2;16.099366;53.877145;2019-06-06;2019
"Broad-bodied Chaser";"Libellula depressa";1;16.099366;53.877145;2019-06-06;2019
"Corn Bunting";"Emberiza calandra";1;16.099366;53.877145;2019-06-06;2019
"Comma Butterfly";"Polygonia c-album";1;16.099366;53.877145;2019-06-06;2019
"Large Skipper";"Ochlodes sylvanus";1;16.099366;53.877145;2019-06-06;2019
"Sooty Copper";"Lycaena tityrus";1;16.121338;53.948328;2019-06-07;2019
"Striped shield bug";"Graphosoma italicum";2;16.121338;53.948328;2019-06-07;2019
"";"Stenurella melanura";1;16.121338;53.948328;2019-06-07;2019
"";"Leptura quadrifasciata";1;16.121338;53.948328;2019-06-07;2019
"Yellow Shell";"Camptogramma bilineata";1;16.121338;53.948328;2019-06-07;2019
"Black Hairstreak";"Satyrium pruni";1;16.2092287838459;53.9547926482565;2019-06-07;2019
"Green-eyed Hawker";"Aeshna isoceles";1;22.8458938598633;54.3747329711914;2019-06-01;2019
"Firebug";"Pyrrhocoris apterus";2;20.9697032;52.21444379;2019-06-06;2019
"White Wagtail";"Motacilla alba";1;22.4083012249529;53.2013775548462;2019-06-07;2019
"Yellowhammer";"Emberiza citrinella";1;22.4070291035086;53.1999606360245;2019-06-07;2019
"Common Crane";"Grus grus";2;22.8241304587785;53.5057418514541;2019-06-07;2019
"Red Fox";"Vulpes vulpes";1;16.1762699999999;54.289599;2019-06-07;2019
"Hooded Crow";"Corvus cornix";1;21.0487232208252;52.1872253417969;2019-05-21;2019
"Chickweed Wintergreen";"Trientalis europaea";50;17.4696655273438;54.7508430480957;2019-06-04;2019
"Eurasian Penduline Tit";"Remiz pendulinus";1;22.6;53.45;2019-06-07;2019
"Fieldfare";"Turdus pilaris";1;22.6398811340332;53.4911041259766;2019-06-07;2019
"Aquatic Warbler";"Acrocephalus paludicola";1;22.6051654815674;53.2863235473633;2019-05-30;2019
"Common Starling";"Sturnus vulgaris";1;22.6395487133624;53.4909381531677;2019-06-07;2019
"Common Rosefinch";"Carpodacus erythrinus";1;22.6394654810639;53.4909562580786;2019-06-07;2019
"Fieldfare";"Turdus pilaris";1;22.6395840011748;53.4908916336051;2019-06-07;2019
"Eurasian Penduline Tit";"Remiz pendulinus";4;22.6396466978105;53.4910051245741;2019-06-07;2019
"European Serin";"Serinus serinus";1;22.8432123642628;53.5283485986791;2019-06-06;2019
"Eurasian Hoopoe";"Upupa epops";1;22.5925489515277;53.469643006151;2019-06-06;2019
"White-tailed Eagle";"Haliaeetus albicilla";1;22.5919147767337;53.4719024738795;2019-06-06;2019
"White-tailed Eagle";"Haliaeetus albicilla";1;22.5917936582329;53.4718952654428;2019-06-06;2019
"Common Crane";"Grus grus";2;22.4670890439511;53.4227201482779;2019-06-06;2019
"Montagu's Harrier";"Circus pygargus";1;22.6054191589355;53.2856063842773;2019-06-06;2019
"Red-footed Falcon";"Falco vespertinus";1;22.6103858947754;53.2870826721191;2019-06-06;2019
"White-tailed Eagle";"Haliaeetus albicilla";1;22.5916500091553;53.4728469848633;2019-06-06;2019
"Montagu's Harrier";"Circus pygargus";1;22.605412574506;53.2856005942945;2019-06-06;2019
"Montagu's Harrier";"Circus pygargus";1;22.6053906977387;53.2855757419516;2019-06-06;2019
"Whinchat";"Saxicola rubetra";1;22.6071718521627;53.2860808354367;2019-06-06;2019
"Citrine Wagtail";"Motacilla citreola";1;22.60522842;53.28782061;2019-06-06;2019
"Common Crane";"Grus grus";19;22.5201278832019;53.4292305820188;2019-06-05;2019
"Aquatic Warbler";"Acrocephalus paludicola";1;22.5051522720815;53.4292494832104;2019-06-05;2019
"Whinchat";"Saxicola rubetra";1;22.5024595018686;53.4293723619109;2019-06-05;2019
"Common Snipe";"Gallinago gallinago";1;22.501067854485;53.4292441187924;2019-06-05;2019
"Common Crane";"Grus grus";1;22.5001148320944;53.4291275684288;2019-06-05;2019
"Common Reed Bunting";"Emberiza schoeniclus";1;22.5001314282627;53.4291279037049;2019-06-05;2019
"Sedge Warbler";"Acrocephalus schoenobaenus";1;22.5001572445245;53.42911880934;2019-06-05;2019
"Common Rosefinch";"Carpodacus erythrinus";1;22.7492565941277;53.487619590064;2019-06-05;2019
"Common House Martin";"Delichon urbicum";1;22.7336789947215;53.4908440243951;2019-06-05;2019
"White Stork";"Ciconia ciconia";1;22.7334779966834;53.4906258434555;2019-06-05;2019
"Elk";"Alces alces";4;22.7335264440838;53.4911193699143;2019-06-05;2019
"Common Crane";"Grus grus";2;22.7336302958641;53.4907876980058;2019-06-05;2019
"Western Marsh Harrier";"Circus aeruginosus";5;22.7336995303843;53.49075530195;2019-06-05;2019
"Common Crane";"Grus grus";1;22.5003623962402;53.429126739502;2019-06-05;2019
"Common Snipe";"Gallinago gallinago";1;22.5004787445068;53.4291343688965;2019-06-05;2019
"Eurasian Hoopoe";"Upupa epops";1;22.5006923675537;53.4291687011719;2019-06-05;2019
