"vernacularName";"scientificName";"individualCount";"longitudeDecimal";"latitudeDecimal";"eventDate";"year"
"Middle Spotted Woodpecker";"Dendrocoptes medius";1;23.8912296295;52.6902746957;2008-04-28;2008
"Eurasian Wryneck";"Jynx torquilla";1;23.8912296295;52.6902746957;2008-04-28;2008
"Hazel Grouse";"Tetrastes bonasia";3;23.85;52.65;2008-04-28;2008
"Eurasian Penduline Tit";"Remiz pendulinus";1;23.8;52.9;2008-04-28;2008
"Whiskered Tern";"Chlidonias hybrida";50;23.8836336136;52.9027547411;2008-04-28;2008
"White-winged Tern";"Chlidonias leucopterus";100;23.8836336136;52.9027547411;2008-04-28;2008
"Eurasian Penduline Tit";"Remiz pendulinus";1;23.85;52.9;2008-04-28;2008
"Lesser Spotted Eagle";"Clanga pomarina";2;23.8905000687;52.8997260631;2008-04-28;2008
"Wolf";"Canis lupus";6;23.75;52.75;2008-04-27;2008
"Wild Boar";"Sus scrofa";1;23.7841129303;52.7446578852;2008-04-27;2008
"Red Fox";"Vulpes vulpes";1;23.65;52.7;2008-04-27;2008
"Collared Flycatcher";"Ficedula albicollis";2;23.6748504639;52.7011463558;2008-04-27;2008
"Eurasian Golden Oriole";"Oriolus oriolus";1;23.6748504639;52.7011463558;2008-04-27;2008
"Eurasian Wryneck";"Jynx torquilla";2;23.6748504639;52.7011463558;2008-04-27;2008
"Collared Flycatcher";"Ficedula albicollis";10;23.8226509094;52.7010423337;2008-04-27;2008
"Grey-headed Woodpecker";"Picus canus";1;23.8;52.7;2008-04-27;2008
"Middle Spotted Woodpecker";"Dendrocoptes medius";5;23.8226509094;52.7010423337;2008-04-27;2008
"White-backed Woodpecker";"Dendrocopos leucotos";1;23.8226509094;52.7010423337;2008-04-27;2008
"Citrine Wagtail";"Motacilla citreola";1;23.8831186295;52.9017581482;2009-05-28;2009
"Whiskered Tern";"Chlidonias hybrida";1;23.8817453384;52.9015640041;2009-05-28;2009
"White-winged Tern";"Chlidonias leucopterus";1;23.8817453384;52.9015640041;2009-05-28;2009
"Great Reed Warbler";"Acrocephalus arundinaceus";1;23.8817453384;52.9015640041;2009-05-28;2009
"European Honey Buzzard";"Pernis apivorus";1;23.8830327988;52.9017322624;2009-05-28;2009
"Common Rosefinch";"Carpodacus erythrinus";1;23.8326501846;52.7016404579;2009-05-27;2009
"Red-backed Shrike";"Lanius collurio";1;23.8338088989;52.7013023887;2009-05-27;2009
"European Serin";"Serinus serinus";1;23.8444519043;52.6996900226;2009-05-27;2009
"Collared Flycatcher";"Ficedula albicollis";1;23.8378429413;52.7175267572;2009-05-27;2009
"Great Tit";"Parus major";1;23.8378429413;52.7175267572;2009-05-27;2009
"European Robin";"Erithacus rubecula";1;23.8378429413;52.7175267572;2009-05-27;2009
"Eurasian Golden Oriole";"Oriolus oriolus";1;23.8378429413;52.7175267572;2009-05-27;2009
"White-backed Woodpecker";"Dendrocopos leucotos";1;23.8407611847;52.7162789431;2009-05-27;2009
"Eurasian Wryneck";"Jynx torquilla";1;23.8260197639;52.6843825813;2009-05-26;2009
"Map Butterfly";"Araschnia levana";1;23.8260197639;52.6843825813;2009-05-26;2009
"Common Blue";"Polyommatus icarus";1;23.8260197639;52.6843825813;2009-05-26;2009
"Small Copper";"Lycaena phlaeas";1;23.8260197639;52.6843825813;2009-05-26;2009
"Ortolan Bunting";"Emberiza hortulana";1;22.4168300629;53.1996575634;2009-05-25;2009
"Common Crane";"Grus grus";1;22.5684928894;53.3851969236;2009-05-25;2009
"Common Blue";"Polyommatus icarus";1;22.5670444965;53.383513947;2009-05-25;2009
"Camberwell Beauty";"Nymphalis antiopa";1;22.5670444965;53.383513947;2009-05-25;2009
"Glanville Fritillary";"Melitaea cinxia";1;22.56;53.22;2009-05-25;2009
"Orange-tip";"Anthocharis cardamines";1;22.5657731295;53.2288096001;2009-05-25;2009
"Sooty Copper";"Lycaena tityrus";1;22.55;53.2;2009-05-25;2009
"Aquatic Warbler";"Acrocephalus paludicola";4;22.6058185101;53.2856784016;2009-05-25;2009
"Map Butterfly";"Araschnia levana";1;22.6084470749;53.2913864556;2009-05-25;2009
"Clouded Apollo";"Parnassius mnemosyne";1;22.6;53.25;2009-05-25;2009
"Common Blue";"Polyommatus icarus";1;22.6025247574;53.2995175119;2009-05-25;2009
"Elk";"Alces alces";2;22.6004648209;53.2905655689;2009-05-25;2009
"Downy Emerald";"Cordulia aenea";1;22.553858757;53.4388125453;2009-05-24;2009
"Common Clubtail";"Gomphus vulgatissimus";1;22.553858757;53.4388125453;2009-05-24;2009
"Variable Bluet";"Coenagrion pulchellum";1;22.553858757;53.4388125453;2009-05-24;2009
"Ruff";"Calidris pugnax";1;22.5340747833;53.4292250197;2009-05-24;2009
"Western Yellow Wagtail";"Motacilla flava";1;22.5340747833;53.4292250197;2009-05-24;2009
"Sedge Warbler";"Acrocephalus schoenobaenus";1;22.5340747833;53.4292250197;2009-05-24;2009
"White-winged Tern";"Chlidonias leucopterus";1;22.5340747833;53.4292250197;2009-05-24;2009
"Black Stork";"Ciconia nigra";1;22.7132892609;53.4949136856;2009-05-24;2009
"Greater Spotted Eagle";"Clanga clanga";1;22.7207136154;53.4928712294;2009-05-24;2009
"Downy Emerald";"Cordulia aenea";1;22.6536369324;53.4821211829;2009-05-23;2009
"Variable Bluet";"Coenagrion pulchellum";1;22.6536369324;53.4821211829;2009-05-23;2009
"White-winged Tern";"Chlidonias leucopterus";1;22.5297403336;53.3681721168;2009-05-23;2009
"Western Marsh Harrier";"Circus aeruginosus";1;22.5426256657;53.3661235611;2009-05-23;2009
"Green-veined White";"Pieris napi";1;22.5682997704;53.3736899236;2009-05-23;2009
"Common Blue";"Polyommatus icarus";1;22.5682997704;53.3736899236;2009-05-23;2009
"Water Avens";"Geum rivale";1;22.57;53.37;2009-05-23;2009
"May Lily";"Maianthemum bifolium";1;22.570745945;53.3742787889;2009-05-23;2009
"Sedge Warbler";"Acrocephalus schoenobaenus";1;22.564201355;53.3846722004;2009-05-23;2009
"Red Fox";"Vulpes vulpes";1;22.55;53.35;2009-05-23;2009
"Elk";"Alces alces";1;22.5659608841;53.3818181048;2009-05-23;2009
"Green-veined White";"Pieris napi";1;22.5682997704;53.3849409619;2009-05-22;2009
"White-winged Tern";"Chlidonias leucopterus";1;22.5662612915;53.2228908523;2009-05-22;2009
"Red Fox";"Vulpes vulpes";1;23.8;52.65;2008-05-15;2008
"Barred Warbler";"Sylvia nisoria";1;23.8271194696;52.6841159216;2008-05-15;2008
"Whinchat";"Saxicola rubetra";1;23.8581848145;52.6858004033;2008-05-15;2008
"Red-backed Shrike";"Lanius collurio";1;23.8581848145;52.6858004033;2008-05-15;2008
"Fieldfare";"Turdus pilaris";1;23.8664674759;52.6968552345;2008-05-15;2008
"Great Grey Shrike";"Lanius excubitor";1;23.8664674759;52.6968552345;2008-05-15;2008
"Eurasian Golden Oriole";"Oriolus oriolus";1;23.8664674759;52.6968552345;2008-05-15;2008
"European Goldfinch";"Carduelis carduelis";1;23.8664674759;52.6968552345;2008-05-15;2008
"Lesser Spotted Eagle";"Clanga pomarina";1;23.8264381886;52.6843240464;2008-05-15;2008
"Barn Swallow";"Hirundo rustica";1;23.8264381886;52.6843240464;2008-05-15;2008
"Common Chaffinch";"Fringilla coelebs";1;23.8264381886;52.6843240464;2008-05-15;2008
"European Goldfinch";"Carduelis carduelis";1;23.8264381886;52.6843240464;2008-05-15;2008
"Common Linnet";"Linaria cannabina";1;23.8264381886;52.6843240464;2008-05-15;2008
"Song Thrush";"Turdus philomelos";1;23.8264381886;52.6843240464;2008-05-15;2008
"Yellowhammer";"Emberiza citrinella";1;23.8264381886;52.6843240464;2008-05-15;2008
"Great Tit";"Parus major";1;23.8264381886;52.6843240464;2008-05-15;2008
"Fieldfare";"Turdus pilaris";1;23.8264381886;52.6843240464;2008-05-15;2008
"European Robin";"Erithacus rubecula";1;23.8264381886;52.6843240464;2008-05-15;2008
"Red-backed Shrike";"Lanius collurio";1;23.8264381886;52.6843240464;2008-05-15;2008
"Eurasian Golden Oriole";"Oriolus oriolus";1;23.8264381886;52.6843240464;2008-05-15;2008
"Eurasian Wryneck";"Jynx torquilla";1;23.8264381886;52.6843240464;2008-05-15;2008
"Common Chaffinch";"Fringilla coelebs";1;23.7972450256;52.7053330434;2008-05-14;2008
"Hawfinch";"Coccothraustes coccothraustes";1;23.7972450256;52.7053330434;2008-05-14;2008
"Eurasian Red Squirrel";"Sciurus vulgaris";2;23.8262557983;52.7032007434;2008-05-14;2008
"European Roe Deer";"Capreolus capreolus";1;23.8262557983;52.7032007434;2008-05-14;2008
"Fieldfare";"Turdus pilaris";1;23.8262557983;52.7032007434;2008-05-14;2008
"Eurasian Nuthatch";"Sitta europaea";1;23.8262557983;52.7032007434;2008-05-14;2008
"Eurasian Golden Oriole";"Oriolus oriolus";1;23.8262557983;52.7032007434;2008-05-14;2008
"White-backed Woodpecker";"Dendrocopos leucotos";1;23.8262557983;52.7032007434;2008-05-14;2008
"Song Thrush";"Turdus philomelos";1;23.8262557983;52.7032007434;2008-05-14;2008
"Great Tit";"Parus major";1;23.8262557983;52.7032007434;2008-05-14;2008
"Common Chaffinch";"Fringilla coelebs";1;23.8262557983;52.7032007434;2008-05-14;2008
"Wild Boar";"Sus scrofa";1;23.8378429413;52.71950239;2008-05-14;2008
"Yellowhammer";"Emberiza citrinella";1;23.8378429413;52.71950239;2008-05-14;2008
"Suffolk Lungwort";"Pulmonaria obscura";1;23.8;52.7;2008-05-14;2008
"Dog's Mercury";"Mercurialis perennis";1;23.8378429413;52.71950239;2008-05-14;2008
"Eurasian Nuthatch";"Sitta europaea";1;23.8378429413;52.71950239;2008-05-14;2008
"Song Thrush";"Turdus philomelos";1;23.8378429413;52.71950239;2008-05-14;2008
"European Robin";"Erithacus rubecula";1;23.8378429413;52.71950239;2008-05-14;2008
"Coralroot";"Cardamine bulbifera";1;23.8378429413;52.71950239;2008-05-14;2008
"Common Chaffinch";"Fringilla coelebs";1;23.8425636292;52.7108713358;2008-05-14;2008
"Song Thrush";"Turdus philomelos";1;23.8262021542;52.6841549451;2008-05-13;2008
"Great Tit";"Parus major";1;23.8262021542;52.6841549451;2008-05-13;2008
"Eurasian Blue Tit";"Cyanistes caeruleus";1;23.8262021542;52.6841549451;2008-05-13;2008
"European Robin";"Erithacus rubecula";1;23.8262021542;52.6841549451;2008-05-13;2008
"Eurasian Golden Oriole";"Oriolus oriolus";1;23.8262021542;52.6841549451;2008-05-13;2008
"Eurasian Tree Sparrow";"Passer montanus";1;23.8262021542;52.6841549451;2008-05-13;2008
"Spotted Flycatcher";"Muscicapa striata";1;23.8262021542;52.6841549451;2008-05-13;2008
"European Goldfinch";"Carduelis carduelis";1;23.8262021542;52.6841549451;2008-05-13;2008
"Fieldfare";"Turdus pilaris";1;23.8262021542;52.6841549451;2008-05-13;2008
"Common Chaffinch";"Fringilla coelebs";1;23.8262021542;52.6841549451;2008-05-13;2008
"Eurasian Nuthatch";"Sitta europaea";1;23.8262021542;52.6841549451;2008-05-13;2008
"Montagu's Harrier";"Circus pygargus";1;22.5688791275;53.238894957;2008-05-12;2008
"Common Tree Frog";"Hyla arborea";1;22.55;53.2;2008-05-12;2008
"Aquatic Warbler";"Acrocephalus paludicola";1;22.5763893127;53.3230811331;2008-05-12;2008
"Bogbean";"Menyanthes trifoliata";1;22.5763893127;53.3230811331;2008-05-12;2008
"Sedge Warbler";"Acrocephalus schoenobaenus";1;22.5680851936;53.3850689429;2008-05-11;2008
"White-winged Tern";"Chlidonias leucopterus";1;22.5334310532;53.4295062846;2008-05-11;2008
"Black-headed Gull";"Chroicocephalus ridibundus";1;22.5334310532;53.4295062846;2008-05-11;2008
"Ruff";"Calidris pugnax";1;22.5334310532;53.4295062846;2008-05-11;2008
"Mute Swan";"Cygnus olor";1;22.5762176514;53.4565757076;2008-05-11;2008
"Black Stork";"Ciconia nigra";1;22.6702880859;53.4884540816;2008-05-11;2008
"Elk";"Alces alces";6;22.7540588379;53.5003001918;2008-05-10;2008
"Water Avens";"Geum rivale";1;22.56;53.37;2008-05-09;2008
"Common Clubtail";"Gomphus vulgatissimus";1;22.5611972809;53.3712959746;2008-05-09;2008
"Camberwell Beauty";"Nymphalis antiopa";1;22.5668621063;53.3827140299;2008-05-09;2008
"Green-veined White";"Pieris napi";1;22.5668621063;53.3827140299;2008-05-09;2008
"Great Grey Shrike";"Lanius excubitor";1;22.5601673126;53.3708863013;2008-05-09;2008
"Sedge Warbler";"Acrocephalus schoenobaenus";1;22.568026185;53.3851297338;2008-05-09;2008
"White-winged Tern";"Chlidonias leucopterus";1;22.6160430908;53.2781477347;2008-05-09;2008
"Yellowhammer";"Emberiza citrinella";1;23.8293457031;52.7396175543;2005-05-24;2005
"Hawfinch";"Coccothraustes coccothraustes";1;23.8293457031;52.7396175543;2005-05-24;2005
"Common Linnet";"Linaria cannabina";1;23.8293457031;52.7396175543;2005-05-24;2005
"European Goldfinch";"Carduelis carduelis";1;23.8293457031;52.7396175543;2005-05-24;2005
"Common Chaffinch";"Fringilla coelebs";1;23.8293457031;52.7396175543;2005-05-24;2005
"Red-backed Shrike";"Lanius collurio";1;23.8293457031;52.7396175543;2005-05-24;2005
"Spotted Flycatcher";"Muscicapa striata";1;23.8293457031;52.7396175543;2005-05-24;2005
"Barred Warbler";"Sylvia nisoria";1;23.8293457031;52.7396175543;2005-05-24;2005
"River Warbler";"Locustella fluviatilis";1;23.8293457031;52.7396175543;2005-05-24;2005
"Fieldfare";"Turdus pilaris";1;23.8293457031;52.7396175543;2005-05-24;2005
"Thrush Nightingale";"Luscinia luscinia";1;23.8293457031;52.7396175543;2005-05-24;2005
"Barn Swallow";"Hirundo rustica";1;23.8293457031;52.7396175543;2005-05-24;2005
"Eurasian Wryneck";"Jynx torquilla";1;23.8293457031;52.7396175543;2005-05-24;2005
"Lesser Spotted Eagle";"Clanga pomarina";1;23.8293457031;52.7396175543;2005-05-24;2005
"White Stork";"Ciconia ciconia";1;23.8293457031;52.7396175543;2005-05-24;2005
"Aquatic Warbler";"Acrocephalus paludicola";1;22.6593017578;53.5092846887;2002-05-26;2002
"Aquatic Warbler";"Acrocephalus paludicola";1;22.6593017578;53.5092846887;2002-05-25;2002
"Aquatic Warbler";"Acrocephalus paludicola";3;22.6054430008;53.2850883121;2009-05-10;2009
"Sedge Warbler";"Acrocephalus schoenobaenus";1;22.5337886815;53.4289113644;2007-05-23;2007
"White-winged Tern";"Chlidonias leucopterus";100;22.5338029864;53.4288955964;2007-05-23;2007
"Black-headed Gull";"Chroicocephalus ridibundus";1;22.5338029864;53.4288955964;2007-05-23;2007
"Mute Swan";"Cygnus olor";1;22.5338029864;53.4288955964;2007-05-23;2007
"Common Redstart";"Phoenicurus phoenicurus";1;22.9980683331;53.8581898669;2007-05-23;2007
"Eurasian Pygmy Owl";"Glaucidium passerinum";1;23.8;52.7;2005-05-23;2005
"Eurasian Three-toed Woodpecker";"Picoides tridactylus";1;23.8430786133;52.7213219726;2005-05-23;2005
"Yellowhammer";"Emberiza citrinella";1;23.8430786133;52.7213219726;2005-05-23;2005
"Hawfinch";"Coccothraustes coccothraustes";1;23.8430786133;52.7213219726;2005-05-23;2005
"Red Crossbill";"Loxia curvirostra";1;23.8430786133;52.7213219726;2005-05-23;2005
"Common Linnet";"Linaria cannabina";1;23.8430786133;52.7213219726;2005-05-23;2005
"European Goldfinch";"Carduelis carduelis";1;23.8430786133;52.7213219726;2005-05-23;2005
"Common Chaffinch";"Fringilla coelebs";1;23.8430786133;52.7213219726;2005-05-23;2005
"Red-backed Shrike";"Lanius collurio";1;23.8430786133;52.7213219726;2005-05-23;2005
"Eurasian Nuthatch";"Sitta europaea";1;23.8430786133;52.7213219726;2005-05-23;2005
"Collared Flycatcher";"Ficedula albicollis";1;23.8430786133;52.7213219726;2005-05-23;2005
"Spotted Flycatcher";"Muscicapa striata";1;23.8430786133;52.7213219726;2005-05-23;2005
"Barred Warbler";"Sylvia nisoria";1;23.8430786133;52.7213219726;2005-05-23;2005
"River Warbler";"Locustella fluviatilis";1;23.8430786133;52.7213219726;2005-05-23;2005
"Fieldfare";"Turdus pilaris";1;23.8430786133;52.7213219726;2005-05-23;2005
"Thrush Nightingale";"Luscinia luscinia";1;23.8430786133;52.7213219726;2005-05-23;2005
"Barn Swallow";"Hirundo rustica";1;23.8430786133;52.7213219726;2005-05-23;2005
"White-backed Woodpecker";"Dendrocopos leucotos";1;23.8430786133;52.7213219726;2005-05-23;2005
"Middle Spotted Woodpecker";"Dendrocoptes medius";1;23.8430786133;52.7213219726;2005-05-23;2005
"Eurasian Wryneck";"Jynx torquilla";1;23.8430786133;52.7213219726;2005-05-23;2005
"Lesser Spotted Eagle";"Clanga pomarina";1;23.8430786133;52.7213219726;2005-05-23;2005
"White Stork";"Ciconia ciconia";1;23.8430786133;52.7213219726;2005-05-23;2005
"Red-backed Shrike";"Lanius collurio";1;22.6702880859;53.4929478233;2005-05-20;2005
"Aquatic Warbler";"Acrocephalus paludicola";1;22.6702880859;53.4929478233;2005-05-20;2005
"Western Yellow Wagtail";"Motacilla flava";1;22.6702880859;53.4929478233;2005-05-20;2005
"Red-backed Shrike";"Lanius collurio";1;22.6702880859;53.4929478233;2005-05-19;2005
"Red-backed Shrike";"Lanius collurio";1;22.6977539062;53.510918029;2005-05-18;2005
"Western Yellow Wagtail";"Motacilla flava";1;22.6977539062;53.510918029;2005-05-18;2005
"Hooded Crow";"Corvus cornix";1;20.9799242028;52.187136377;2007-05-21;2007
"White-backed Woodpecker";"Dendrocopos leucotos";1;23.851146698;52.7234014026;2008-07-17;2008
"European Roller";"Coracias garrulus";1;23.2443237305;52.5158030129;2008-07-16;2008
"Middle Spotted Woodpecker";"Dendrocoptes medius";1;23.7462615967;52.7329655038;2008-07-15;2008
"Spotted Nutcracker";"Nucifraga caryocatactes";1;23.7462615967;52.7329655038;2008-07-15;2008
"Lesser Spotted Eagle";"Clanga pomarina";2;23.8832473755;52.9022758617;2008-07-14;2008
"White-tailed Eagle";"Haliaeetus albicilla";2;23.8832473755;52.9022758617;2008-07-14;2008
"Barred Warbler";"Sylvia nisoria";3;23.883934021;52.8981339807;2008-07-13;2008
"Lesser Spotted Eagle";"Clanga pomarina";2;23.883934021;52.8981339807;2008-07-13;2008
"Whiskered Tern";"Chlidonias hybrida";22;23.883934021;52.8981339807;2008-07-13;2008
"White-winged Tern";"Chlidonias leucopterus";1;23.883934021;52.8981339807;2008-07-13;2008
"River Warbler";"Locustella fluviatilis";1;23.883934021;52.8981339807;2008-07-13;2008
"Eurasian Penduline Tit";"Remiz pendulinus";3;23.85;52.85;2008-07-13;2008
"River Warbler";"Locustella fluviatilis";1;23.7356185913;52.7443980886;2008-07-13;2008
"Collared Flycatcher";"Ficedula albicollis";1;23.7692642212;52.7333812867;2008-07-13;2008
"Eurasian Three-toed Woodpecker";"Picoides tridactylus";1;23.7270355225;52.7333812867;2008-07-13;2008
"Common Rosefinch";"Carpodacus erythrinus";1;23.8200759888;52.6982336407;2008-07-13;2008
"River Warbler";"Locustella fluviatilis";1;23.8997268677;52.6946965109;2008-07-13;2008
"Thrush Nightingale";"Luscinia luscinia";1;23.8997268677;52.6946965109;2008-07-13;2008
"Collared Flycatcher";"Ficedula albicollis";3;23.8482284546;52.7150830877;2008-07-13;2008
"River Warbler";"Locustella fluviatilis";1;23.8482284546;52.7150830877;2008-07-13;2008
"River Warbler";"Locustella fluviatilis";1;23.9261627197;52.7171628151;2008-07-12;2008
"Eurasian Nuthatch";"Sitta europaea";1;23.7610244751;52.7337970656;2008-07-12;2008
"Collared Flycatcher";"Ficedula albicollis";1;23.7610244751;52.7337970656;2008-07-12;2008
"Eurasian Three-toed Woodpecker";"Picoides tridactylus";1;23.7610244751;52.7337970656;2008-07-12;2008
"Eurasian Wryneck";"Jynx torquilla";3;23.8293457031;52.6971933381;2008-07-12;2008
"White-backed Woodpecker";"Dendrocopos leucotos";1;23.8903927803;52.6914209425;2009-10-09;2009
"Eurasian Three-toed Woodpecker";"Picoides tridactylus";1;23.8370704651;52.7223755627;2009-10-09;2009
"Corn Crake";"Crex crex";1;22.55;53.4;2003-05-15;2003
"Collared Flycatcher";"Ficedula albicollis";24;23.8358688354;52.719762335;2003-05-13;2003
"Thrush Nightingale";"Luscinia luscinia";1;23.8459968567;52.7056190757;2003-05-13;2003
"Eurasian Wryneck";"Jynx torquilla";1;23.8459968567;52.7056190757;2003-05-13;2003
"Collared Flycatcher";"Ficedula albicollis";1;23.85887146;52.7069712031;2003-05-13;2003
"Corn Crake";"Crex crex";1;22.55;53.35;2003-05-12;2003
"Common Tree Frog";"Hyla arborea";1;22.5;53.35;2003-05-12;2003
"Greater Spotted Eagle";"Clanga clanga";1;22.7177524567;53.5116836356;2003-05-12;2003
"Common Tree Frog";"Hyla arborea";1;22.55;53.45;2003-05-12;2003
"Spindle";"Euonymus europaeus";1;23.8706409931;52.9257606026;2009-09-28;2009
"Frogbit";"Hydrocharis morsus-ranae";1;23.8706409931;52.9257606026;2009-09-28;2009
"Nodding Bur-marigold";"Bidens cernua";1;23.8706409931;52.9257606026;2009-09-28;2009
"Fine-leaved Water-dropwort";"Oenanthe aquatica";1;23.8706409931;52.9257606026;2009-09-28;2009
"Strawflower";"Helichrysum arenarium";1;23.85;52.9;2009-09-28;2009
"Kidney Vetch";"Anthyllis vulneraria";1;23.8709628582;52.9257476668;2009-09-28;2009
"Red Hemp-nettle";"Galeopsis angustifolia";1;23.8709628582;52.9257476668;2009-09-28;2009
"Field Scabious";"Knautia arvensis";1;23.8709628582;52.9257476668;2009-09-28;2009
"Mugwort";"Artemisia vulgaris";1;23.8709628582;52.9257476668;2009-09-28;2009
"Field Wormwood";"Artemisia campestris subsp. campestris";1;23.8709628582;52.9257476668;2009-09-28;2009
"Wormwood";"Artemisia absinthium";1;23.8709628582;52.9257476668;2009-09-28;2009
"Elk";"Alces alces";1;22.8464126587;53.5859836546;2009-10-01;2009
"Mezereon";"Daphne mezereum";1;22.8;53.6;2009-10-01;2009
"Angular Solomon's-seal";"Polygonatum odoratum";1;22.8203201294;53.6071737275;2009-10-01;2009
"Solomon's-seal";"Polygonatum multiflorum";1;22.8203201294;53.6071737275;2009-10-01;2009
"Marsh Cinquefoil";"Comarum palustre";1;22.8137969971;53.5896519278;2009-10-01;2009
